Kernel Time 1024 (us), Transfer Time 1024 (us), Kernel Time 2048 (us), Transfer Time 2048 (us), Kernel Time 4096 (us), Transfer Time 4096 (us), Kernel Time 8096 (us), Transfer Time 8096 (us), Kernel Time 16384 (us), Transfer Time 16384 (us), Kernel Time 32768 (us), Transfer Time 32768 (us), Kernel Time 65536 (us), Transfer Time 65536 (us), Kernel Time 131072 (us), Transfer Time 131072 (us), Kernel Time 262144 (us), Transfer Time 262144 (us), Kernel Time 524288 (us), Transfer Time 524288 (us), Kernel Time 1048576 (us), Transfer Time 1048576 (us), Kernel Time 2097152 (us), Transfer Time 2097152 (us), Kernel Time 4194304 (us), Transfer Time 4194304 (us), Kernel Time 8388608 (us), Transfer Time 8388608 (us), 
9, 3,7, 3,8, 2,7, 2,7, 3,8, 2,8, 2,7, 3,8, 2,8, 2,7, 2,7, 3,24, 3,8, 2,
9, 4,8, 3,8, 3,7, 3,8, 2,8, 2,7, 2,7, 3,11, 2,8, 2,8, 2,7, 2,7, 2,7, 3,
9, 4,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,7, 2,7, 3,8, 2,
8, 5,8, 3,9, 2,8, 1,8, 2,8, 2,8, 2,7, 2,7, 2,8, 2,8, 2,8, 2,7, 2,8, 2,
8, 5,8, 2,7, 3,8, 2,8, 2,7, 2,8, 2,8, 2,7, 2,8, 1,8, 2,8, 2,8, 2,7, 2,
8, 5,8, 2,7, 3,8, 2,8, 2,8, 1,8, 2,8, 2,8, 1,8, 2,8, 2,8, 2,7, 2,8, 2,
27, 5,8, 2,8, 3,8, 2,7, 3,8, 2,7, 2,8, 2,7, 3,31, 3,8, 2,8, 2,8, 2,8, 2,
9, 5,8, 2,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 3,8, 2,8, 2,
10, 4,8, 2,8, 2,7, 3,8, 2,7, 3,8, 2,8, 2,8, 2,8, 27,8, 3,8, 2,8, 2,8, 2,
9, 4,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,10, 2,7, 3,
9, 4,8, 2,7, 3,8, 2,7, 2,8, 2,8, 4,7, 2,8, 2,8, 2,8, 2,7, 2,9, 2,7, 2,
8, 4,7, 3,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,7, 2,8, 2,7, 2,8, 2,8, 2,7, 2,
8, 3,8, 2,7, 2,8, 2,8, 2,8, 1,7, 3,8, 2,8, 2,7, 2,7, 2,8, 2,8, 2,8, 2,
8, 4,9, 1,8, 2,8, 2,8, 2,7, 2,8, 1,8, 1,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,
8, 4,8, 3,8, 2,7, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,7, 2,7, 2,
8, 4,8, 2,72, 4,8, 3,8, 2,7, 2,7, 3,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,8, 2,
8, 4,8, 2,8, 2,7, 2,7, 3,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,7, 3,8, 2,
8, 27,9, 2,8, 2,7, 2,8, 2,8, 2,7, 2,8, 2,8, 2,7, 3,8, 3,7, 3,8, 2,8, 1,
9, 5,8, 3,8, 2,8, 2,8, 2,8, 2,9, 2,8, 2,8, 3,8, 20,8, 3,8, 2,8, 2,7, 2,
9, 4,8, 2,8, 2,8, 2,7, 3,8, 2,7, 2,7, 3,8, 2,9, 4,8, 2,7, 3,8, 2,8, 2,
8, 4,8, 2,9, 2,9, 2,8, 2,7, 5,8, 2,7, 2,8, 2,9, 2,9, 2,7, 3,8, 2,8, 2,
8, 4,8, 2,8, 2,123, 5,8, 3,8, 4,8, 64,8, 4,7, 3,9, 2,78, 87,8, 3,100, 6,8, 2,
9, 4,8, 2,8, 2,7, 2,8, 2,8, 2,8, 1,7, 3,7, 2,8, 2,8, 2,7, 2,8, 2,8, 2,
9, 4,8, 4,8, 3,28, 3,8, 3,8, 2,9, 2,7, 2,10, 2,8, 2,7, 2,8, 2,7, 2,8, 1,
8, 4,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,7, 3,7, 3,8, 2,7, 2,8, 2,8, 2,8, 2,
8, 4,8, 2,7, 2,8, 2,8, 2,7, 3,9, 2,8, 2,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,
8, 5,9, 3,8, 2,8, 1,8, 2,8, 2,8, 2,8, 2,8, 2,8, 1,8, 6,8, 2,8, 2,7, 3,
9, 4,8, 2,8, 2,8, 2,9, 2,9, 2,8, 2,7, 2,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,
8, 4,8, 2,8, 3,8, 3,8, 2,7, 2,8, 2,8, 2,7, 2,7, 3,8, 2,8, 1,8, 2,8, 2,
9, 4,8, 2,8, 2,8, 3,9, 2,7, 3,8, 3,8, 2,8, 2,8, 2,9, 2,8, 2,7, 3,8, 2,
8, 4,8, 2,8, 2,7, 2,25, 3,8, 2,8, 1,8, 2,8, 2,7, 2,7, 2,8, 2,8, 2,8, 2,
8, 4,8, 2,8, 2,7, 2,8, 2,8, 2,9, 2,8, 2,7, 3,8, 1,8, 2,8, 2,8, 2,8, 2,
8, 4,8, 2,7, 2,7, 3,8, 2,7, 2,7, 3,8, 2,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,
8, 4,7, 3,8, 2,8, 2,7, 2,7, 3,8, 2,7, 2,8, 2,8, 2,8, 2,7, 3,8, 2,8, 2,
8, 4,8, 2,8, 2,8, 2,8, 2,7, 2,7, 2,8, 2,8, 2,26, 2,7, 3,8, 2,8, 2,8, 2,
13, 4,8, 2,7, 3,8, 2,7, 3,8, 2,8, 2,7, 2,7, 2,8, 2,8, 2,7, 2,8, 2,8, 2,
8, 4,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,
8, 5,8, 3,8, 2,7, 2,8, 2,8, 2,7, 2,8, 2,8, 2,7, 3,7, 3,8, 2,7, 2,7, 3,
8, 6,19, 2,8, 2,8, 3,8, 3,8, 2,8, 2,9, 2,8, 2,8, 2,9, 2,11, 3,8, 2,8, 2,
9, 5,8, 3,8, 2,7, 2,8, 19,8, 3,8, 2,8, 2,8, 2,8, 2,9, 2,7, 3,8, 2,8, 2,
8, 4,8, 2,8, 2,8, 2,7, 2,8, 1,8, 2,8, 2,7, 2,7, 3,8, 2,8, 2,7, 2,7, 3,
9, 4,8, 2,8, 2,7, 3,9, 1,9, 3,8, 2,7, 2,8, 1,7, 3,8, 3,9, 2,8, 2,9, 2,
9, 4,7, 3,8, 2,8, 2,7, 2,8, 2,8, 2,8, 1,8, 2,8, 2,8, 2,8, 1,8, 2,8, 2,
8, 4,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,8, 2,8, 2,
8, 6,9, 2,7, 3,8, 2,7, 3,8, 2,8, 2,8, 2,8, 2,46, 4,8, 2,8, 2,7, 3,8, 2,
9, 5,8, 2,8, 3,8, 2,8, 2,8, 2,8, 2,8, 2,7, 3,8, 2,9, 2,8, 3,9, 2,8, 2,
8, 4,9, 2,8, 2,8, 2,7, 3,8, 2,7, 3,8, 2,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,
8, 24,8, 3,7, 3,8, 2,7, 3,8, 2,8, 2,9, 2,7, 3,8, 2,7, 3,8, 2,7, 3,8, 2,
9, 4,9, 2,7, 3,8, 2,7, 3,8, 2,7, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,
8, 4,8, 3,8, 2,8, 2,8, 2,7, 2,8, 1,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,7, 2,
8, 5,8, 2,7, 3,8, 2,8, 2,8, 2,8, 2,8, 2,7, 2,9, 2,8, 2,8, 2,8, 2,8, 2,
9, 3,8, 3,7, 3,8, 2,8, 2,7, 3,8, 2,10, 2,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,
8, 5,8, 3,8, 2,8, 2,8, 1,8, 2,8, 2,8, 2,7, 3,8, 2,8, 2,7, 2,7, 3,27, 3,
8, 5,8, 3,8, 2,8, 1,8, 2,8, 2,7, 3,8, 2,8, 2,7, 3,7, 3,8, 2,8, 2,7, 3,
8, 4,7, 3,8, 2,8, 1,8, 2,8, 2,8, 2,8, 1,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,
8, 4,8, 2,7, 3,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,8, 2,7, 2,7, 2,8, 2,8, 2,
8, 4,8, 3,8, 2,7, 2,7, 3,8, 2,7, 2,7, 3,8, 2,8, 2,7, 2,7, 3,8, 2,8, 2,
9, 4,8, 2,7, 3,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,8, 2,24, 3,8, 2,7, 3,8, 2,
8, 5,8, 2,8, 2,8, 2,8, 1,8, 2,7, 2,7, 2,8, 2,8, 2,8, 2,7, 5,8, 2,8, 2,
81, 4,8, 2,8, 2,8, 2,9, 3,9, 2,7, 2,8, 2,8, 2,8, 2,8, 3,8, 2,8, 2,8, 2,
8, 5,9, 2,8, 2,7, 3,8, 2,7, 2,7, 3,8, 2,8, 2,8, 1,8, 2,8, 2,8, 2,8, 2,
8, 4,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,7, 2,7, 3,9, 1,8, 2,
8, 7,8, 3,8, 3,8, 3,8, 2,8, 2,8, 2,8, 1,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,
9, 5,8, 3,8, 2,8, 2,8, 2,8, 2,7, 3,8, 2,8, 2,8, 2,8, 2,8, 2,8, 1,8, 2,
8, 5,8, 3,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,7, 3,8, 2,7, 2,8, 2,7, 2,7, 3,
8, 5,8, 3,8, 2,8, 2,8, 2,8, 2,7, 3,8, 2,8, 2,7, 2,7, 3,8, 2,8, 2,8, 2,
8, 5,9, 2,7, 2,8, 2,8, 2,7, 2,8, 2,8, 2,8, 2,7, 2,8, 2,8, 2,7, 2,8, 1,
8, 5,8, 2,8, 2,8, 2,9, 2,8, 2,7, 3,8, 2,8, 2,8, 1,9, 2,7, 2,7, 3,8, 2,
8, 5,8, 2,8, 2,8, 2,8, 2,8, 2,29, 3,8, 3,8, 2,8, 2,8, 2,8, 2,8, 2,8, 2,
